codePostaleAdresse;adresseAdresse;communeAdresse
75013;21 rue Le Brun;Paris
75013;26 rue Le Brun;Paris
75006;3 rue du Pont de Lodi;Paris
75014;53 avenue de l'Observatoire;Paris
75005;6 rue des Prêtres Saint-Séverin;Paris
75005;14 rue Lhomond;Paris
75004;15 rue du Temple;Paris
75005;1 rue des Prêtres Saint-Séverin;Paris
75007;10 rue Saint-Dominique;Paris
75005;7 rue Toullier;Paris
75011;15 boulevard Richard-Lenoir;Paris
75005;204 rue Saint-Jacques;Paris
75005;1 boulevard Saint-Michel;Paris
75004;15 rue Neuve Saint-Pierre;Paris
75012;1 place Daumesnil;Paris
75005;21 rue des Fossés Saint-Jacques;Paris
75006;55 quai des Grands-Augustins;Paris
75005;90 boulevard Saint-Germain;Paris
75002;2 rue d'Aboukir;Paris
75015;284 rue de Vaugirard;Paris
75005;16 rue Tournefort;Paris
75005;1 rue Descartes;Paris
75001;1 place du Châtelet;Paris
75013;27 avenue des Gobelins;Paris
75005;21 rue de l'Estrapade;Paris
75007;276 boulevard Saint-Germain;Paris
75010;1 rue du faubourg du Temple;Paris
75001;10 boulevard du Palais;Paris
75005;26 rue des Fossés-Saint-Jacques;Paris
75005;242 rue Saint-Jacques;Paris
75011;37 rue Saint-Bernard;Paris
75005;1 quai de Montebello;Paris
75001;9 avenue du Général Lemonnier;Paris
75004;22 rue du Cloitre Notre-Dame;Paris
75018;21 rue Pajol;Paris
75001;44 rue de l'Arbre Sec;Paris
75005;1 rue Clotilde;Paris
75015;7 esplanade Henri de France;Paris
75018;23 rue Joseph de Maistre;Paris
75006;8v place Edmond Rostand;Paris
75014;61 boulevard Saint-Jacques;
75005;16 rue de l Ecole Polytechnique;Paris
75005;6 place Paul Painlevé;Paris
75013;1 rue des Gobelins;Paris
75005;12 rue des Gobelins;Paris
75005;1 rue Clovis;Paris
75005;3 rue d'Ulm;Paris
75005;1 place de la Sorbonne;Paris
75006;15 rue Clément;Paris
75015;2 rue de la Fédération;Paris
75005;13 rue Soufflot;Paris
75007;1 place de Fontenoy;Paris
75005;61 boulevard Saint-Michel;Paris
75005;1 rue des Prêtres Saint-Séverin;Paris
75001;2 rue Courtalon;Paris
75006;32 boulevard Saint-Michel;Paris
75004;1 rue du Fauconnier;Paris
75005;88 bis boulevard de Port-Royal;Paris
75006;13 rue de l'Abbaye;Paris
75012;186 rue du Faubourg Saint-Antoine;Paris
75006;15 rue de Vaugirard;Paris
75006;87 boulevard Saint-Germain;Paris
75013;7 rue Saint-Hippolyte;Paris
75005;7 rue de la Collégiale;Paris
75004;1 rue des Jardins Saint-Paul;Paris
75009;1 rue de Montholon;Paris
75005;1 place du Panthéon;Paris
75005;1 rue du Petit-Pont;
75005;87 boulevard Saint-Michel;Paris
75005;39 rue Pierre Nicole;Paris
75006;169 boulevard Saint-Germain;Paris
75005;1 rue Gay-Lussac;Paris
75001;47 place du Marché Saint-Honoré;Paris
75005;4 rue Pierre et Marie Curie;Paris
75001;123 rue Saint-Honoré;Paris
75005;1 rue Vauquelin;Paris
75003;62 rue des Archives;Paris
75001;15 rue de l'Arbre Sec;Paris
75018;2 rue du Mont Cenis;Paris
75004;1 boulevard Beaumarchais;Paris
75004;1 place de la Bastille;Paris
75004;8 rue Charles V;Paris
75006;2w rue de Médicis;Paris
75013;73 boulevard Kellermann;Paris
75004;3 rue de la Cité;Paris
75013;67 boulevard Saint-Marcel;Paris
75007;67 boulevard des Invalides;Paris
75004;1 avenue Victoria;Paris
75005;8 bis rue Amyot;Paris
75005;4 rue Thouin;Paris
75005;4 boulevard de Port-Royal;Paris
75005;88 boulevard Saint-Marcel;Paris
75005;48 rue Saint-Jacques;Paris
75005;11 bis rue des Carmes;Paris
75001;8 boulevard du Palais;Paris
75004;30 rue Saint-Paul;Paris
75005;6 rue du Fouarre;Paris
75005;11 bis rue des Carmes;Paris
75004;2 rue de la Cité;Paris
75001;2w place André Malraux;Paris
75012;174 rue de Charenton;Paris
75012;10 cite Moynet;Paris
75005;1 rue Saint-Médard;Paris
75005;20 rue Pierre et Marie Curie;Paris
75005;14 rue Soufflot;Paris
75003;71 rue du Temple;Paris
75020;134 boulevard Davout;Paris
75006;2w rue de Médicis;Paris
75020;16 rue du Repos;Paris
75005;24 rue de Poissy;Paris
75006;24 boulevard Saint-Michel;Paris
75005;25 boulevard Saint-Michel;Paris
75004;1 place de l'Hôtel de Ville;Paris
75003;1 rue Gabriel Vicaire;Paris
75005;1 place de la Sorbonne;Paris
75005;6 place Paul Painlevé;Paris
75018;35 rue du Chevalier de la Barre;Paris
75006;1 place de l'Odéon;Paris
75008;3 avenue du Général Eisenhower;Paris
75012;68 rue Crozatier;Paris
75005;47 rue des Ecoles;Paris
75006;15 rue de l'Ecole de Médecine;Paris
75005;10 rue de l'Ecole Polytechnique;Paris
75001;57 rue de Rivoli;Paris
75005;123 rue Saint-Jacques;Paris
75012;24 boulevard Diderot;Paris
75006;84 rue de Vaugirard;
75006;127 rue de Rennes;Paris
75014;21 rue Broussais;Paris
75004;1 rue de Lutèce;Paris
75005;32 rue de Poissy;Paris
75004;1 rue de la Cité;Paris
75007;42 rue de Sèvres;Paris
75013;11 boulevard Arago;Paris
75005;1 rue des Arènes;Paris
75006;1 place Saint-Germain-des-Prés;Paris
75005;11 rue de la Collégiale;Paris
75005;23 rue Clovis;Paris
75006;23 quai de Conti;Paris
75005;7 rue des Chantiers;Paris
75005;254 rue Saint-Jacques;Paris
75004;5 rue de Fourcy;Paris
75004;9 boulevard du Palais;Paris
75014;59 boulevard Saint-Jacques;Paris
75004;1 parvis Notre-Dame;Paris
75006;4 rue de Seine;Paris
75001;2 place du Louvre;Paris
75004;1 place Baudoyer;Paris
75013;33 quai d'Austerlitz;Paris
75007;21 place Joffre;Paris
75001;91bA rue de Rivoli;Paris
75001;204a rue Saint-Honoré;Paris
75014;8 rue Cassini;Paris
75005;20 rue de la Sorbonne;Paris
75006;36 rue de Vaugirard;Paris
75005;11 rue de Lanneau;Paris
75005;262 rue Saint-Jacques;Paris
75005;1 place de la Sorbonne;Paris
75006;11 quai de Conti;Paris
75005;9 rue Geoffroy Saint-Hilaire;Paris
75010;45 rue de la Grange-aux-Belles;Paris
75005;73 rue du Cardinal-Lemoine;Paris
75004;9 boulevard du Palais;Paris
75005;80 boulevard Saint-Marcel;Paris
75016;47 rue Raynouard;Paris
75005;88T boulevard de Port-Royal;Paris
75005;151B rue Saint-Jacques;Paris
75005;121 rue Saint-Jacques;
75015;80 rue de Lourmel;Paris
75018;4 rue Francis de Croisset;Paris
75002;75 rue Réaumur;Paris
75020;111 rue Haxo;Paris
75003;9 boulevard des Filles du Calvaire;Paris
75004;39 rue de Rivoli;Paris
75005;24 rue de Poissy;Paris
75013;22 rue des Gobelins;Paris
75004;1 parvis Notre-Dame Place Jean-Paul II;Paris
75004;1 place Baudoyer;Paris
75020;4 place Saint-Blaise;Paris
75006;1 rue Suger;Paris
75006;60 boulevard Saint-Michel;Paris
75005;48 rue Pierre Nicole;Paris
75014;38 rue Gassendi;Paris
75005;70 boulevard Saint-Germain;Paris
75005;24 rue Lhomond;Paris
75013;21 rue de la Reine-Blanche;Paris
75005;53 rue de la Harpe;Paris
75004;1 place de la Bastille;Paris
75004;68 rue François Miron;Paris
75004;8 rue des Rosiers;Paris
75004;1 rue François Miron;Paris
75008;204 rue du Faubourg Saint-Honoré;Paris
75001;14 rue Mondétour;Paris
75004;7 rue de Sévigné;Paris
75018;2 rue du Mont-Cenis;Paris
75005;9 rue Toullier;Paris
75004;4 rue de la Colombe;Paris
75008;1 place de la Concorde;Paris
75014;28 rue du Faubourg-Saint-Jacques;Paris
75015;14 rue Gerbert;Paris
75006;9 rue de l'École de Médecine;Paris
75005;4 rue du Petit Moine;Paris
75007;65 rue Vaneau;Paris
75006;1 rue des Grands-Augustins;Paris
75006;7 rue Mazet;Paris
75014;18 rue Campagne Première;Paris
75001;39 boulevard de Sébastopol;Paris
75013;42 avenue des Gobelins;Paris
75005;13 rue de l'Ecole Polytechnique;Paris
75004;25 rue de Rivoli;Paris
75004;2 rue de la Cité;Paris
75004;2 rue de Lobau;Paris
75018;2 rue du Mont-Cenis;Paris
75004;22 rue du Cloitre Notre-Dame;Paris
75006;1 rue Casimir Delavigne;Paris
75005;6 place Paul Painlevé;Paris
75006;94 boulevard Raspail;Paris
75004;22 rue du Cloitre Notre-Dame;Paris
75004;2 rue de Lutèce;Paris
75004;69 rue Saint-Martin;Paris
75004;2 rue de Lutèce;Paris
75006;44 boulevard Saint-Michel;Paris
75016;2v place de la Porte de Saint-Cloud;Paris
75005;1 rue Monge;Paris
75003;5 rue du Grenier Saint-Lazare;Paris
75011;36 rue Saint-Bernard;Paris
75005;17 rue Pierre Nicole;Paris
75003;14 rue des Francs Bourgeois;Paris
75010;20 boulevard de Bonne-Nouvelle;Paris
75001;34 quai des Orfèvres;Paris
75006;2w rue de Médicis;Paris
75005;29 boulevard Saint-Germain;Paris
75018;2 rue du Mont Cenis;Paris
75005;14 rue Domat;Paris
75005;16 rue Pierre-Nicole;Paris
75003;111 rue Vieille du Temple;Paris
75004;1 rue de Lutèce;Paris
75002;106 rue Saint-Denis;Paris
75004;22 rue du Cloitre Notre-Dame;Paris
75006;15 rue de l'École de Médecine;Paris
75004;6 rue d'Arcole;Paris
75001;1 rue de Harlay;Paris
75001;2 rue Jean Tison;Paris
75005;88 boulevard Saint-Marcel;Paris
75005;1 rue Saint-Jacques;Paris
75005;5 rue Saint-Jacques;
75013;27 avenue des Gobelins;Paris
75015;250 rue de la Croix-Nivert;Paris
75013;33 avenue des Gobelins;Paris
75005;4 rue Valette;Paris
75005;23 rue Clovis;Paris
75013;13 rue des Gobelins;Paris
75013;6 rue Michel Peter;Paris
75005;6 rue du Petit Moine;Paris
75014;12 rue du Moulin Vert;Paris
75005;1 rue des Fossés Saint-Jacques;Paris
75006;6bis rue de l 'Abbaye;Paris
75006;104 boulevard Saint-Germain;Paris
75005;66 boulevard Saint-Germain;Paris
75001;1 rue de Harlay;Paris
75001;128 rue de rivoli;Paris
75006;2 passage de la Petite Boucherie;Paris
75013;79 boulevard Saint-Marcel;Paris
75004;1 rue de Jouy;Paris
75005;11 rue Pierre et Marie Curie;Paris
75004;17 rue du Temple;Paris
75004;13 quai aux Fleurs;Paris
75004;4 avenue Victoria;Paris
75018;38 rue de La Chapelle;Paris
75010;1 square Saint-Laurent;Paris
75005;6 rue Toullier;Paris
75007;159 rue de l'Université;Paris
75004;15 rue de l'Ave Maria;Paris
75003;7 rue Bailly;Paris
75006;91 boulevard Saint-Germain;Paris
75001;1v place du Louvre;Paris
75005;19 rue Tournefort;Paris
75005;31 rue Tournefort;Paris
75014;39 rue Hallé;Paris
75005;11 avenue des Gobelins;
75005;21 avenue des Gobelins;Paris
75005;1 rue Clovis;Paris
75004;1 rue de Sully;Paris
75001;4 boulevard du Palais;Paris
75005;23 rue Soufflot;Paris
75006;15 rue de l'Ecole de Médecine;Paris
75012;139 rue de Bercy;Paris
75012;28 rue de Charenton;Paris
75001;5 rue des Lavandières Sainte-Opportune;Paris
75006;3 rue de l'Ecole de Médecine;Paris
75005;66 rue du Cardinal Lemoine;Paris
75005;4 boulevard de Port-Royal;Paris
75005;16 rue de l'Arbalète;Paris
75001;1 quai de l'Horloge;Paris
75005;29 rue Galande;Paris
75005;115 boulevard Saint-Michel;Paris
75005;2 place Marcelin Berthelot;Paris
75004;1 rue de Lutèce;Paris
75005;1 place Sainte-Geneviève;Paris
75004;22 rue du Cloitre Notre-Dame;Paris
75006;2W rue de Medicis;Paris
75005;4 rue Gay-Lussac;Paris
75005;23 rue des Bernardins;Paris
75005;4 rue des Prêtres Saint-Séverin;Paris
75005;25 quai de Montebello;Paris
75005;17 rue de Pontoise;Paris
75005;66 boulevard Saint-Marcel;Paris
75001;1 rue Montmartre;Paris
75009;42 boulevard Rochechouart;Paris
75001;8 boulevard du Palais;Paris
75010;8 rue des Récollets;Paris
75005;19 rue Cujas;Paris
75006;15 rue Saint-Benoît;Paris
75013;85 boulevard Saint-Marcel;Paris
75005;15 rue Cujas;Paris
75005;1 rue Jussieu;Paris
75004;43 rue Saint-Merri;Paris
75006;13 rue Suger;Paris
75005;11 rue des Ursulines;Paris
75004;2 rue de la Cité;Paris
75004;81 rue de la Verrerie;Paris
75004;1 place Edmond-Michelet;Paris
75005;31 rue d'Ulm;Paris
75006;22 rue Monsieur le Prince;Paris
75005;28 rue Saint-Jacques;
75005;176 rue Saint-Jacques;Paris
75013;23 rue de la Reine-Blanche;Paris
75019;17 quai de Seine;Paris
75005;1 impasse Chartière;Paris
75006;19 quai de Conti;Paris
75003;60 rue des Francs-Bourgeois;Paris
75005;3 rue du Petit Moine;Paris
75003;254 rue Saint-Martin;Paris
75004;8 rue Saint-Martin;Paris
75006;2w rue de Médicis;Paris
75005;47 rue Henri Barbusse;Paris
75005;1 rue de la Collégiale;Paris
75005;7 rue de la Collégiale;Paris
75013;9 rue Geffroy;Paris
75005;179 rue Saint-Jacques;Paris
75001;9 rue de l'Arbre Sec;Paris
75001;155 rue Saint-Honoré;Paris
75005;1 place Sainte-Geneviève;Paris
75005;1 rue Domat;Paris
75013;100 Boulevard de l'Hôpital;Paris
75004;1 rue François-Miron;Paris
75005;88 boulevard Saint-Germain;Paris
75012;100P rue de Reuilly;Paris
75013;1 boulevard Masséna;Paris
75005;1 place de l'Estrapade;Paris
75004;6 rue des Blancs Manteaux;Paris
